T M E Susceptibility Cv
2.04800 0.892549 -1.70770 -8.07968 0.848207
2.04900 0.891972 -1.70683 -2.74987 0.852846
2.05000 0.892101 -1.70661 -9.25709 0.849198
2.05100 0.891316 -1.70525 -3.49199 0.849266
2.05200 0.891069 -1.70491 -21.1158 0.854357
2.05300 0.890560 -1.70362 -2.01348 0.852593
2.05400 0.891153 -1.70359 -9.22610 0.847478
2.05500 0.889906 -1.70231 0.432961 0.860698
2.05600 0.888647 -1.70082 -8.40548 0.872463
2.05700 0.888990 -1.70040 -38.0645 0.862652
2.05800 0.888135 -1.69939 -3.15651 0.872063
2.05900 0.888382 -1.69862 -37.8940 0.863842
2.06000 0.886612 -1.69711 -4.19716 0.885178
2.06100 0.887014 -1.69701 -3.83982 0.879569
2.06200 0.887198 -1.69664 -5.26506 0.873520
2.06300 0.885910 -1.69513 -14.9678 0.886736
2.06400 0.886087 -1.69428 -1.32188 0.874670
2.06500 0.884727 -1.69306 -12.3637 0.893115
2.06600 0.885090 -1.69258 -2.61635 0.886024
2.06700 0.884912 -1.69211 -1.93602 0.880421
2.06800 0.883436 -1.69025 -9.01269 0.894754
2.06900 0.883332 -1.68998 -0.795819 0.900623
2.07000 0.883133 -1.68889 -8.99468 0.894096
2.07100 0.882685 -1.68840 -23.8562 0.898475
2.07200 0.881738 -1.68692 -1.91975 0.902889
2.07300 0.881194 -1.68633 -20.6177 0.912631
2.07400 0.881187 -1.68558 -8.54231 0.906058
2.07500 0.881107 -1.68518 -0.0299797 0.905190
2.07600 0.880865 -1.68425 0.424120 0.905951
2.07700 0.879355 -1.68260 -8.61021 0.925517
2.07800 0.880122 -1.68248 0.423542 0.905073
2.07900 0.878388 -1.68073 -19.3799 0.924921
2.08000 0.878742 -1.68090 0.0978659 0.917114
2.08100 0.878084 -1.67950 -8.77688 0.919234
2.08200 0.877919 -1.67887 -7.77153 0.918596
2.08300 0.876689 -1.67749 -6.37808 0.934392
2.08400 0.876476 -1.67632 -1.12852 0.931086
2.08500 0.875604 -1.67617 -17.3200 0.938791
2.08600 0.874424 -1.67421 -16.6345 0.947825
2.08700 0.874883 -1.67391 -0.172040 0.942100
2.08800 0.874634 -1.67310 0.0296169 0.937008
2.08900 0.873587 -1.67164 -20.1752 0.951912
2.09000 0.872706 -1.67071 0.344614 0.956255
2.09100 0.873311 -1.67065 0.0507308 0.943023
2.09200 0.872331 -1.66941 0.386912 0.955043
2.09300 0.871120 -1.66791 -31.0272 0.967208
2.09400 0.871020 -1.66706 -3.98705 0.961983
2.09500 0.869738 -1.66566 -16.9555 0.976049
2.09600 0.869214 -1.66493 0.146141 0.979595
2.09700 0.869349 -1.66432 -0.827910 0.972427
2.09800 0.868155 -1.66280 -0.360824 0.978734
2.09900 0.867218 -1.66196 0.264881 0.995622
2.10000 0.866085 -1.66021 -0.242414 1.00433
2.10100 0.867932 -1.66137 -3.30119 0.973156
2.10200 0.866691 -1.65978 -1.88877 0.982790
2.10300 0.866571 -1.65896 -6.02682 0.977663
2.10400 0.865677 -1.65769 -0.996735 0.987720
2.10500 0.865859 -1.65758 0.360856 0.980384
2.10600 0.864145 -1.65579 -8.99702 0.996365
2.10700 0.863358 -1.65455 -28.9468 1.00750
2.10800 0.862477 -1.65321 -15.2229 1.01538
2.10900 0.862436 -1.65312 0.0668977 1.01014
2.11000 0.862508 -1.65185 0.223329 0.999714
2.11100 0.861068 -1.65029 -4.58225 1.01189
2.11200 0.860725 -1.64943 -3.20461 1.01869
2.11300 0.861185 -1.64950 -7.19481 1.01095
2.11400 0.860672 -1.64811 -9.06544 1.00904
2.11500 0.859036 -1.64693 -0.420493 1.03524
2.11600 0.858464 -1.64564 -3.50964 1.02839
2.11700 0.858109 -1.64446 -2.85598 1.03022
2.11800 0.857414 -1.64366 -0.695323 1.03083
2.11900 0.857195 -1.64345 0.395025 1.03173
2.12000 0.855932 -1.64164 -9.98756 1.04702
2.12100 0.855150 -1.64025 -3.19022 1.04566
2.12200 0.855066 -1.63956 -1.69749 1.03465
2.12300 0.853647 -1.63844 -4.98533 1.05658
2.12400 0.852930 -1.63706 -0.0776188 1.05620
2.12500 0.853370 -1.63683 -14.3507 1.04673
2.12600 0.852779 -1.63608 0.175254 1.05432
2.12700 0.852612 -1.63534 0.381307 1.05403
2.12800 0.850528 -1.63322 -3.20432 1.06936
2.12900 0.850237 -1.63233 0.0662879 1.06411
2.13000 0.849431 -1.63124 -2.91626 1.08329
2.13100 0.848244 -1.62999 -0.788490 1.07856
2.13200 0.848009 -1.62895 -0.117003 1.08029
2.13300 0.845988 -1.62659 0.392556 1.09457
2.13400 0.847757 -1.62715 0.389329 1.08300
2.13500 0.846402 -1.62666 -0.0752564 1.08821
2.13600 0.845103 -1.62426 -12.1327 1.09415
2.13700 0.844359 -1.62348 -2.20857 1.09851
2.13800 0.842986 -1.62211 -8.90384 1.10536
2.13900 0.843719 -1.62164 -2.81177 1.09711
2.14000 0.841315 -1.61969 -13.3685 1.11872
2.14100 0.841457 -1.61943 -2.20253 1.11718
2.14200 0.840543 -1.61817 -4.27519 1.12603
2.14300 0.840593 -1.61718 -3.09046 1.11810
2.14400 0.839855 -1.61587 -22.1777 1.11973
2.14500 0.839901 -1.61541 -7.72597 1.11595
2.14600 0.837127 -1.61347 -1.70439 1.14555
2.14700 0.837521 -1.61266 -5.23037 1.13112
2.14800 0.836965 -1.61172 0.320420 1.13104
2.14900 0.836283 -1.61052 -5.38998 1.14056
2.15000 0.835699 -1.60989 0.364380 1.13546
2.15100 0.833700 -1.60731 -0.993129 1.14921
2.15200 0.833351 -1.60738 0.386819 1.15816
2.15300 0.834270 -1.60691 -0.141870 1.13954
2.15400 0.832707 -1.60524 -1.96855 1.15201
2.15500 0.831817 -1.60364 -8.49873 1.15480
2.15600 0.831542 -1.60347 -1.78678 1.15689
2.15700 0.829832 -1.60163 -0.0527827 1.16986
2.15800 0.828367 -1.60013 0.00856932 1.18052
2.15900 0.826299 -1.59807 0.123488 1.19543
2.16000 0.830234 -1.59963 0.381661 1.15518
2.16100 0.826236 -1.59654 0.330348 1.18341
2.16200 0.824709 -1.59492 -8.30110 1.20180
2.16300 0.824564 -1.59425 -0.692463 1.19296
2.16400 0.822636 -1.59232 -10.7684 1.20269
2.16500 0.824054 -1.59250 -0.693719 1.19182
2.16600 0.820438 -1.58986 -0.0573357 1.22424
2.16700 0.821034 -1.58939 0.354974 1.21459
2.16800 0.822631 -1.58985 0.379302 1.19875
2.16900 0.820397 -1.58753 0.377956 1.21599
2.17000 0.816770 -1.58467 -1.63913 1.23736
2.17100 0.817638 -1.58469 -0.125376 1.23288
2.17200 0.815759 -1.58291 -1.23106 1.23704
2.17300 0.816601 -1.58259 -0.669261 1.23028
2.17400 0.814780 -1.58121 -0.0740697 1.23875
2.17500 0.814037 -1.57987 -7.61329 1.24422
2.17600 0.813292 -1.57877 -2.20865 1.25415
2.17700 0.813736 -1.57786 0.373228 1.23705
2.17800 0.811101 -1.57644 -1.07278 1.25801
2.17900 0.809545 -1.57486 0.0908648 1.27040
2.18000 0.809472 -1.57390 0.297982 1.26976
2.18100 0.809156 -1.57299 -9.18963 1.26410
2.18200 0.804488 -1.56910 -0.787130 1.29215
2.18300 0.806551 -1.56969 0.368198 1.26935
2.18400 0.803219 -1.56725 -0.843542 1.30035
2.18500 0.805630 -1.56784 -2.62347 1.27628
2.18600 0.800855 -1.56434 -7.75911 1.31180
2.18700 0.801813 -1.56433 -8.87613 1.29124
2.18800 0.800647 -1.56289 -0.982597 1.31131
2.18900 0.800010 -1.56188 0.0580074 1.31364
2.19000 0.797897 -1.55955 -1.02338 1.32199
2.19100 0.798214 -1.55914 -3.40390 1.31350
2.19200 0.798631 -1.55859 -4.56504 1.30527
2.19300 0.794750 -1.55578 -0.711681 1.33532
2.19400 0.797507 -1.55698 -0.771992 1.30736
2.19500 0.794268 -1.55425 0.230175 1.32580
2.19600 0.795167 -1.55409 -4.40972 1.31981
2.19700 0.792370 -1.55177 -0.707998 1.33680
2.19800 0.792588 -1.55144 0.340572 1.32014
2.19900 0.788917 -1.54831 0.258852 1.35656
2.20000 0.789092 -1.54763 -0.577639 1.35080
2.20100 0.788505 -1.54689 -2.01394 1.35674
2.20200 0.787002 -1.54485 -6.73346 1.35355
2.20300 0.783630 -1.54220 0.234343 1.37449
2.20400 0.782967 -1.54177 0.303779 1.37761
2.20500 0.784528 -1.54173 -3.48699 1.36677
2.20600 0.781953 -1.53962 -1.14242 1.38039
2.20700 0.782374 -1.53895 -4.64819 1.36480
2.20800 0.779277 -1.53675 0.339399 1.38862
2.20900 0.778944 -1.53525 0.0322201 1.39045
2.21000 0.778928 -1.53475 0.181093 1.37659
2.21100 0.777080 -1.53302 -0.379493 1.39245
2.21200 0.774646 -1.53076 -0.321474 1.40775
2.21300 0.774078 -1.52988 -1.68547 1.39631
2.21400 0.770264 -1.52682 -0.467452 1.43560
2.21500 0.772114 -1.52764 -1.06081 1.41856
2.21600 0.771742 -1.52662 0.104451 1.41130
2.21700 0.767438 -1.52375 -0.355400 1.44113
2.21800 0.764929 -1.52103 0.224005 1.45612
2.21900 0.765860 -1.52088 0.149081 1.44507
2.22000 0.766194 -1.52073 -2.34135 1.43383
2.22100 0.765308 -1.51970 0.0420454 1.43651
2.22200 0.763032 -1.51655 0.334004 1.43451
2.22300 0.763202 -1.51679 0.332987 1.45075
2.22400 0.760174 -1.51436 -0.387999 1.46182
2.22500 0.758423 -1.51287 0.147599 1.47036
2.22600 0.758959 -1.51150 0.0859867 1.45491
2.22700 0.754964 -1.50923 -0.791034 1.47242
2.22800 0.753967 -1.50788 -3.27104 1.48057
2.22900 0.749048 -1.50472 0.289655 1.50594
2.23000 0.748364 -1.50332 0.213498 1.51048
2.23100 0.753660 -1.50536 0.0522080 1.47956
2.23200 0.748635 -1.50226 -2.15312 1.49532
2.23300 0.749052 -1.50174 0.289325 1.48838
2.23400 0.746490 -1.49886 -1.30646 1.50262
2.23500 0.749515 -1.50068 0.335354 1.48138
2.23600 0.747597 -1.49850 0.230752 1.47797
2.23700 0.742330 -1.49486 0.0691870 1.50373
2.23800 0.743590 -1.49449 -0.517019 1.49272
2.23900 0.739135 -1.49162 0.0959947 1.51778
2.24000 0.738508 -1.49079 0.329671 1.51495
2.24100 0.736324 -1.48866 0.312697 1.52288
2.24200 0.733994 -1.48668 -0.0228497 1.54310
2.24300 0.733163 -1.48564 0.00964387 1.54852
2.24400 0.732409 -1.48439 0.157696 1.53662
2.24500 0.731222 -1.48302 -1.07921 1.54317
2.24600 0.732563 -1.48278 0.164798 1.52041
2.24700 0.727831 -1.47985 0.146522 1.56338
2.24800 0.726444 -1.47804 -0.456158 1.54898
2.24900 0.724508 -1.47646 -0.859898 1.55434
2.25000 0.727776 -1.47723 -0.475478 1.53485
2.25100 0.722859 -1.47389 -1.92524 1.55196
2.25200 0.722016 -1.47293 0.170526 1.55503
2.25300 0.718174 -1.46994 -0.0580424 1.57551
2.25400 0.717451 -1.46884 0.0990849 1.57546
2.25500 0.718021 -1.46878 0.206491 1.55673
2.25600 0.714956 -1.46669 0.217511 1.57624
2.25700 0.713698 -1.46471 0.296730 1.57897
2.25800 0.704810 -1.45926 -0.149468 1.61859
2.25900 0.710058 -1.46174 -1.12260 1.59135
2.26000 0.706739 -1.45870 0.285354 1.59538
2.26100 0.707049 -1.45842 -0.0820555 1.59891
2.26200 0.705645 -1.45669 0.223494 1.59485
2.26300 0.703042 -1.45447 -1.14434 1.60250
2.26400 0.701019 -1.45306 0.0671142 1.61393
2.26500 0.700498 -1.45184 -0.266803 1.60230
2.26600 0.700194 -1.45128 -1.30579 1.61056
2.26700 0.693975 -1.44720 -0.704992 1.62963
2.26800 0.695808 -1.44709 0.277163 1.62045
2.26900 0.692249 -1.44461 0.269328 1.62732
2.27000 0.696326 -1.44577 0.304216 1.59037
2.27100 0.690921 -1.44226 0.0611102 1.62110
2.27200 0.687504 -1.43984 0.289513 1.63279
2.27300 0.686056 -1.43797 0.196584 1.62390
2.27400 0.682514 -1.43594 -0.428278 1.63390
2.27500 0.686607 -1.43648 0.288859 1.61578
2.27600 0.681176 -1.43388 0.271172 1.62283
2.27700 0.678160 -1.43075 0.175900 1.63907
2.27800 0.676482 -1.42901 0.265766 1.63377
2.27900 0.673845 -1.42738 0.283921 1.64781
2.28000 0.673799 -1.42720 -0.493399 1.64624
2.28100 0.675906 -1.42769 0.272059 1.63658
2.28200 0.668414 -1.42236 0.201393 1.65486
2.28300 0.668418 -1.42140 0.160922 1.64971
2.28400 0.668611 -1.42163 0.291983 1.65309
2.28500 0.666276 -1.41923 0.282833 1.65264
2.28600 0.666274 -1.41855 0.252391 1.64630
2.28700 0.663628 -1.41696 0.270512 1.66159
2.28800 0.660799 -1.41395 0.179989 1.65630
2.28900 0.658773 -1.41228 0.200811 1.65542
2.29000 0.651314 -1.40787 0.0498261 1.67303
2.29100 0.653368 -1.40872 0.280449 1.66731
2.29200 0.656091 -1.40942 -0.850930 1.65655
2.29300 0.651932 -1.40655 0.275335 1.64998
2.29400 0.649057 -1.40403 0.187230 1.65862
2.29500 0.647417 -1.40246 0.281526 1.66261
2.29600 0.649394 -1.40168 0.207392 1.65232
2.29700 0.646710 -1.40014 0.202908 1.65100
2.29800 0.641432 -1.39762 0.240595 1.66249
2.29900 0.639459 -1.39492 0.195677 1.67261
2.30000 0.635407 -1.39291 -0.101376 1.68003
